Pressure,Temperature,Density,NG_TYPE,Methane,Ethane,Propane,2-methylpropane,Butane,2-metylbutane,Pentane,Octane,Toluene,Methylcyclopentane,Nitrogen,Carbon  Dioxide
40,330,279.68,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
45,330,296.17,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
50,330,310.39,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
55,330,322.86,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
60,330,333.94,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
65,330,343.9,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
10,340,80.27,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
15,340,123.49,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
20,340,163.6,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
25,340,198.03,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
30,340,226.61,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
35,340,250.27,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
40,340,270.08,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
45,340,286.92,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
50,340,301.49,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
55,340,314.29,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
60,340,325.67,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
65,340,335.91,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
10,350,76.75,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
15,350,117.54,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
20,350,155.74,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
25,350,189.1,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
30,350,217.3,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
35,350,240.96,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
40,350,260.96,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
45,350,278.08,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
50,350,292.94,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
55,350,306.02,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
60,350,317.67,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
65,350,328.16,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
10,360,73.59,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
15,360,112.27,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
20,360,148.71,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
25,360,181.0,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
30,360,208.7,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
35,360,232.25,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
40,360,252.34,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
45,360,269.66,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
50,360,284.75,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
55,360,298.07,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
60,360,309.95,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
65,360,320.66,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
10,370,70.75,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
15,370,107.55,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
20,370,142.39,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
25,370,173.62,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
30,370,200.76,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
35,370,224.1,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
40,370,244.2,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
45,370,261.64,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
50,370,276.91,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
55,370,290.42,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
60,370,302.51,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
65,370,313.41,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
10,380,68.16,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
15,380,103.3,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
20,380,136.68,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
25,380,166.88,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
30,380,193.43,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
35,380,216.49,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
40,380,236.52,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
45,380,254.01,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
50,380,269.41,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
55,380,283.08,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
60,380,295.33,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
65,380,306.4,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
10,390,65.8,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
15,390,99.45,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
20,390,131.49,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
25,390,160.71,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
30,390,186.64,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
35,390,209.38,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
40,390,229.29,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
45,390,246.78,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
50,390,262.25,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
55,390,276.04,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
60,390,288.42,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
65,390,299.64,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
10,400,63.63,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
15,400,95.93,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
20,400,126.75,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
25,400,155.04,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
30,400,180.36,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
35,400,202.73,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
40,400,222.47,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
45,400,239.91,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
50,400,255.42,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
55,400,269.28,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
60,400,281.78,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
65,400,293.12,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
10,410,61.62,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
15,410,92.7,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
20,410,122.4,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
25,410,149.81,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
30,410,174.52,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
35,410,196.52,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
40,410,216.04,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
45,410,233.4,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
50,410,248.9,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
55,410,262.82,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
60,410,275.39,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
65,410,286.82,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
10,420,59.76,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
15,420,89.73,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
20,420,118.4,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
25,420,144.98,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
30,420,169.08,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
35,420,190.69,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
40,420,209.98,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
45,420,227.23,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
50,420,242.69,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
55,420,256.63,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
60,420,269.25,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
65,420,280.76,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
10,430,58.03,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
15,430,86.98,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
20,430,114.69,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
25,430,140.49,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
30,430,164.02,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
35,430,185.23,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
40,430,204.27,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
45,430,221.37,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
50,430,236.77,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
55,430,250.7,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
60,430,263.36,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
65,430,274.92,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
10,440,56.41,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
15,440,84.42,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
20,440,111.26,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
25,440,136.32,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
30,440,159.28,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
35,440,180.09,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
40,440,198.87,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
45,440,215.81,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
50,440,231.13,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
55,440,245.03,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
60,440,257.7,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
65,440,269.29,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
10,450,54.89,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
15,450,82.04,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
20,450,108.06,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
25,450,132.42,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
30,450,154.84,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
35,450,175.26,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
40,450,193.77,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
45,450,210.53,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
50,450,225.75,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
55,450,239.6,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
60,450,252.26,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
65,450,263.87,3,0.8034,0.05189,0.01878,0.00384,0.00573,0.00188,0.0014,0.00145,0.00092,0.00092,0.06596,0.0438
15,250,243.77,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
20,250,285.74,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
25,250,311.73,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
30,250,330.38,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
35,250,344.94,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
40,250,356.92,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
45,250,367.12,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
50,250,376.02,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
55,250,383.95,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
60,250,391.1,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
65,250,397.63,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
15,260,219.56,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
20,260,266.04,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
25,260,295.13,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
30,260,315.86,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
35,260,331.89,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
40,260,344.96,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
45,260,356.02,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
50,260,365.62,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
55,260,374.11,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
60,260,381.75,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
65,260,388.69,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
15,270,198.22,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
20,270,247.24,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
25,270,278.94,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
30,270,301.56,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
35,270,318.98,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
40,270,333.12,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
45,270,345.01,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
50,270,355.29,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
55,270,364.35,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
60,270,372.46,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
65,270,379.81,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
15,280,180.16,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
20,280,229.75,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
25,280,263.42,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
30,280,287.67,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
35,280,306.36,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
40,280,321.49,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
45,280,334.18,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
50,280,345.11,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
55,280,354.71,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
60,280,363.28,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
65,280,371.03,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
10,290,103.98,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
15,290,165.12,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
20,290,213.87,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
25,290,248.75,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
30,290,274.33,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
35,290,294.13,4,0.847,0.05584,0.01962,0.00416,0.00553,0.00214,0.00155,0.0015,0.00098,0.0,0.03711,0.02457
