Pressure,Temperature,Density,NG_TYPE,Methane,Ethane,Propane,2-methylpropane,Butane,2-metylbutane,Pentane,Octane,Toluene,Methylcyclopentane,Nitrogen,Carbon  Dioxide
25,410,144.11,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
30,410,167.83,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
35,410,188.91,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
40,410,207.58,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
45,410,224.15,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
50,410,238.91,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
55,410,252.15,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
60,410,264.1,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
65,410,274.96,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
10,420,57.4,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
15,420,86.26,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
20,420,113.86,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
25,420,139.43,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
30,420,162.58,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
35,420,183.29,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
40,420,201.74,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
45,420,218.21,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
50,420,232.95,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
55,420,246.22,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
60,420,258.23,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
65,420,269.17,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
10,430,55.73,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
15,430,83.59,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
20,430,110.27,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
25,430,135.09,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
30,430,157.68,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
35,430,178.01,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
40,430,196.24,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
45,430,212.58,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
50,430,227.27,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
55,430,240.54,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
60,430,252.59,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
65,430,263.58,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
10,440,54.16,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
15,440,81.12,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
20,440,106.95,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
25,440,131.05,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
30,440,153.1,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
35,440,173.06,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
40,440,191.04,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
45,440,207.23,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
50,440,221.86,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
55,440,235.11,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
60,440,247.17,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
65,440,258.2,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
10,450,52.7,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
15,450,78.82,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
20,450,103.85,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
25,450,127.28,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
30,450,148.82,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
35,450,168.4,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
40,450,186.12,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
45,450,202.16,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
50,450,216.69,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
55,450,229.9,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
60,450,241.96,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
65,450,253.02,1,0.8499,0.05529,0.02008,0.00401,0.00585,0.00169,0.00147,0.00152,0.0009,0.00102,0.03496,0.02331
15,250,236.62,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
20,250,274.69,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
25,250,298.29,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
30,250,315.28,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
35,250,328.58,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
40,250,339.55,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
45,250,348.92,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
50,250,357.11,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
55,250,364.41,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
60,250,371.01,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
65,250,377.03,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
15,260,213.5,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
20,260,256.23,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
25,260,282.81,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
30,260,301.77,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
35,260,316.45,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
40,260,328.45,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
45,260,338.62,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
50,260,347.45,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
55,260,355.29,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
60,260,362.33,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
65,260,368.74,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
15,270,192.75,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
20,270,238.44,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
25,270,267.61,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
30,270,288.39,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
35,270,304.4,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
40,270,317.4,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
45,270,328.35,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
50,270,337.83,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
55,270,346.19,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
60,270,353.68,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
65,270,360.48,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
15,280,174.96,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
20,280,221.74,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
25,280,252.95,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
30,280,275.33,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
35,280,292.56,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
40,280,306.51,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
45,280,318.22,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
50,280,328.31,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
55,280,337.19,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
60,280,345.12,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
65,280,352.29,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
10,290,100.57,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
15,290,160.06,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
20,290,206.43,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
25,290,239.01,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
30,290,262.73,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
35,290,281.05,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
40,290,295.87,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
45,290,308.29,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
50,290,318.97,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
55,290,328.33,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
60,290,336.68,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
65,290,344.22,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
10,300,93.29,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
15,300,147.65,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
20,300,192.67,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
25,300,225.94,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
30,300,250.7,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
35,300,269.95,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
40,300,285.55,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
45,300,298.61,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
50,300,309.83,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
55,300,319.66,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
60,300,328.41,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
65,300,336.29,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
10,310,87.3,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
15,310,137.26,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
20,310,180.45,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
25,310,213.82,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
30,310,239.3,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
35,310,259.3,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
40,310,275.58,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
45,310,289.22,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
50,310,300.94,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
55,310,311.2,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
60,310,320.32,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
65,310,328.52,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
10,320,82.25,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
15,320,128.48,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
20,320,169.65,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
25,320,202.69,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
30,320,228.57,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
35,320,249.15,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
40,320,266.0,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
45,320,280.15,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
50,320,292.32,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
55,320,302.97,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
60,320,312.44,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
65,320,320.95,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
10,330,77.91,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
15,330,120.97,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
20,330,160.13,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
25,330,192.54,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
30,330,218.54,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
35,330,239.53,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
40,330,256.83,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
45,330,271.42,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
50,330,283.99,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
55,330,294.99,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
60,330,304.77,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
65,330,313.57,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
10,340,74.13,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
15,340,114.48,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
20,340,151.72,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
25,340,183.3,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
30,340,209.21,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
35,340,230.43,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
40,340,248.09,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
45,340,263.04,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
50,340,275.95,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
55,340,287.27,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
60,340,297.34,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
65,340,306.39,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
10,350,70.79,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
15,350,108.8,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
20,350,144.25,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
25,350,174.92,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
30,350,200.55,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
35,350,221.87,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
40,350,239.77,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
45,350,255.02,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
50,350,268.22,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
55,350,279.82,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
60,350,290.14,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
65,350,299.43,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
10,360,67.82,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
15,360,103.78,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
20,360,137.58,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
25,360,167.3,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
30,360,192.55,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
35,360,213.84,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
40,360,231.88,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
45,360,247.35,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
50,360,260.79,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
55,360,272.63,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
60,360,283.18,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
65,360,292.68,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
10,370,65.14,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
15,370,99.31,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
20,370,131.6,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
25,370,160.36,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
30,370,185.15,2,0.9026,0.05828,0.02106,0.00412,0.00641,0.00214,0.00162,0.00161,0.0011,0.00111,0.0,0.0
